timestamp,Corée du Sud,Espagne,France,Italie,Suisse,États-Unis
2020-03-02,0.058099837831732636,0.0,0.0,0.09928632493207203,0.0,0.002037692622752504
2020-03-03,0.07746645044231018,0.0,0.0049760717627572995,0.17099311516079072,0.0,0.006113077868257512
2020-03-04,0.09683306305288773,0.0,0.009952143525514599,0.28131125397420403,0.0,0.008150770491010014
2020-03-05,0.08392198797916935,0.007134130725112262,0.009952143525514599,0.39714529972828805,0.0,0.009169616802386267
2020-03-06,0.09037752551602855,0.021402392175336783,0.019904287051029198,0.5295270663043841,0.039139511575686674,0.006113077868257512
2020-03-07,0.07746645044231018,0.03567065362556131,0.024880358813786498,0.6453611120584681,0.039139511575686674,0.00509423155688126
2020-03-08,0.09683306305288773,0.028536522900449047,0.0298564305765438,0.6950042745245041,0.039139511575686674,0.006113077868257512
2020-03-09,0.05809983783173262,0.014268261450224523,0.0597128611530876,1.2024677130662056,0.039139511575686674,0.009169616802386267
2020-03-10,0.06455537536859181,0.16408500667758205,0.10449750701790328,1.4727471531590683,0.039139511575686674,0.012226155736515023
2020-03-11,0.06455537536859181,0.2140239217533679,0.11444965054341788,2.1953309623869255,0.07827902315137335,0.01120730942513877
2020-03-12,0.0968330630528877,0.29963349045471505,0.14430608111996168,2.5428330996491777,0.07827902315137335,0.009169616802386265
2020-03-13,0.08392198797916935,0.39951132060628664,0.15425822464547628,3.044780631250209,0.07827902315137335,0.014263848359267526
2020-03-14,0.07746645044231017,0.6135352423596545,0.2288993010868358,3.5136327212072156,0.1565580463027467,0.019358079916148786
2020-03-15,0.05809983783173262,0.6349376345349913,0.21397108579856386,3.38676686157179,0.2739765810298067,0.027508850407158805
2020-03-16,0.05164430029487344,1.4553626679229013,0.32842073634198177,4.385146017833182,0.35225560418118,0.029546543029911304
2020-03-17,0.058099837831732636,1.341216576321105,0.34334895163025364,4.909157177196895,0.27397658102980665,0.03871615983229757
2020-03-18,0.07101091290545099,2.532616407414853,0.4179900280716131,5.8689249848735905,0.3131160926054934,0.051961161880188844
2020-03-19,0.10328860058974691,2.2115805247848015,0.582200396242604,6.4370633997626685,0.3131160926054934,0.08252655122147641
2020-03-20,0.12265521320032446,3.2674318721014166,1.114640074857635,6.889367768897664,0.7436507199380468,0.06622501023945637
2020-03-21,0.1097441381266061,3.645540800532366,1.3684197347582574,8.42278989840411,0.9393482778164802,0.15486463932919028
2020-03-22,0.08392198797916937,5.1936471678817275,1.5823908205568211,10.198911933300066,1.3698829051490335,0.19358079916148788
2020-03-23,0.08392198797916937,6.798826581031986,1.5027736723527043,11.412411460247611,1.05676681254354,0.3270496659517769
2020-03-24,0.1097441381266061,8.41827425563247,2.0401894227304926,11.280029693671516,0.9002087662407933,0.3362192827541632
2020-03-25,0.14202182581090203,9.773759093403802,2.6771266083634266,10.99320253275664,1.1741853472706,0.4696881495444522
2020-03-26,0.1161996756634653,12.227900062842417,3.2692791481315453,11.191775182620786,1.6829989977545268,0.5899120142868499
2020-03-27,0.12265521320032448,13.604787292789085,4.159995993665102,11.517213692120356,3.718253599690234,0.7193054958316338
2020-03-28,0.1161996756634653,15.423990627692712,4.453584227667783,12.774840474593267,4.344485784901221,0.9230747581068842
2020-03-29,0.13556628827404285,16.094598915853265,4.891478542790424,13.889053676608741,5.166415527990641,1.1625036412803034
2020-03-30,0.12265521320032448,17.40014483854881,4.528225304109141,14.429612556794467,3.757393111265921,1.2358605756993937
2020-03-31,0.12265521320032448,17.70691245972864,5.12037784387726,13.541551539346488,3.835672134417294,1.4905721535434566
2020-04-01,0.07101091290545102,17.828192682055544,6.016070761173574,13.276788006194296,5.40125259744476,1.9235818358783636
2020-04-02,0.07101091290545102,18.01368008090846,7.095878333691908,13.105794891033506,4.735880900658087,2.678546952608166
2020-04-03,0.07101091290545102,18.998190120973955,7.359610137118044,12.829999543999973,5.3621130858690735,2.937333915697734
2020-04-04,0.09037752551602857,19.590322971158272,14.848598140067779,12.416306523449672,4.344485784901221,3.136008946416103
2020-04-05,0.09037752551602857,19.197945781277095,17.55558117900775,12.162574804178822,6.3406008752612415,3.426380145158335
2020-04-06,0.0774664504423102,17.22892570114611,17.789456551857345,10.877368487002556,4.970717970112208,3.661733643086249
2020-04-07,0.09683306305288775,15.124357137237993,11.962476517668547,10.17133239859671,3.913951157568668,3.904219065193797
2020-04-08,0.1097441381266061,14.653504509380584,13.773766639312205,9.746607564165068,3.953090669144354,4.47681069218725
2020-04-09,0.11619967566346528,15.245637359564903,13.88821628985562,9.818314354393786,5.714368690050255,5.2674354298152215
2020-04-10,0.10328860058974693,15.573807372920067,16.416060745336328,9.68593258781769,6.731995991018109,5.808442821156011
2020-04-11,0.05164430029487346,14.589297332854576,14.27634988735069,9.498391751834887,6.418879898412615,5.992854003515113
2020-04-12,0.06455537536859184,12.827167043751848,14.744100633049877,9.934148400147869,4.931578458536521,5.900138989179875
2020-04-13,0.05809983783173265,12.370582677344663,10.862764658099183,8.935769243886478,3.9922301807200404,5.520109315036533
